erc,title,description,topic,topic_secondary,topic_confidence,topic_other,status,type,category,created,last_call_deadline,withdrawal_reason,author,authors_normalized,requires,required_by,referenced_ercs,in_degree,out_degree,pagerank,dependency_depth,has_security_considerations,has_test_cases,has_reference_impl,spec_word_count,section_count,discussions_to,one_line_summary,notes
7856,Chain-Specific Payment Requests,A URI scheme for chain-specific payment requests.,infrastructure-meta,,high,,Draft,Standards Track,ERC,2025-01-01,,,Jack Chuma (@jackchuma),Jack Chuma (@jackchuma),,,20;681;831,0,0,0.00094087,0,True,False,False,1219,14,https://ethereum-magicians.org/t/add-erc-chain-specific-payment-requests/22379,URI scheme for chain-specific payment requests using CAIP-10 identifiers.,Format: cspr://recipient/amount/token-address. Supports native currency and ERC-20. Optional callback URLs.
7857,AI Agents NFT with Private Metadata,"AI agent NFTs, enabling secure management of private metadata with verifiable data transfer",nft,reputation-identity,high,,Final,Standards Track,ERC,2025-01-02,,,"Ming Wu (@sparkmiw), Jason Zeng (@zenghbo), Wei Wu (@Wilbert957), Michael Heinrich (@michaelomg)",Ming Wu (@sparkmiw);Jason Zeng (@zenghbo);Wei Wu (@Wilbert957);Michael Heinrich (@michaelomg),,,721,0,0,0.00094087,0,True,False,True,4637,14,https://ethereum-magicians.org/t/erc-7857-an-nft-standard-for-ai-agents-with-private-metadata/22391,NFT standard for AI agents with private metadata and verifiable data transfer.,Introduces privacy-preserving verification (TEE/ZKP) for agent metadata. Supports data cloning and authorization mechanisms. Complex cryptographic design for intellectual property protection.
7858,Expirable NFTs and SBTs,"Non-fungible (NFT) and soulbound (SBT) tokens with expiration, supporting time-limited use cases.",nft,,high,,Final,Standards Track,ERC,2024-01-04,,,"sirawt (@MASDXI), ADISAKBOONMARK (@ADISAKBOONMARK), parametprame (@parametprame), Nacharoen (@najaroen)",sirawt (@MASDXI);ADISAKBOONMARK (@ADISAKBOONMARK);parametprame (@parametprame);Nacharoen (@najaroen),165;721,,165;721;2135;7578;6093,0,2,0.00094087,2,True,False,True,1662,19,https://ethereum-magicians.org/t/erc-7858-expirable-nft-sbt/22406,Extends ERC-721 with expiration mechanism for time-limited NFTs and SBTs.,Supports both block-based and timestamp-based expiration. Includes epoch-based extension for batch expiry management. Backward compatible with ERC-721.
7861,ERC-721 Verifiable Credential Extension,"An extension to ERC-721 that adds collection-wide verifiable credential properties, this allows native support for onchain credentials.",reputation-identity,nft,high,,Draft,Standards Track,ERC,2025-01-14,,,Valerio Massimo Camaiani (@vmc-crossmint),Valerio Massimo Camaiani (@vmc-crossmint),165;721,,165;721,0,2,0.00094087,2,True,False,True,1607,11,https://ethereum-magicians.org/t/erc-721-verifiable-credential-extension/22562,ERC-721 extension for verifiable credentials with encryption and revocation support.,Enables on-chain credential management with W3C framework alignment. Supports encrypted storage and selective disclosure via ZK proofs. Credential revocation via burning.
7866,Decentralised User Profiles,Decentralised Interoperable User Identity with segmented Avatars per DApp Profile,reputation-identity,,high,,Review,Standards Track,ERC,2025-01-22,,,Kumar Anirudha (@anistark),Kumar Anirudha (@anistark),165,,165;137,0,1,0.00094087,1,True,False,True,2274,21,https://ethereum-magicians.org/t/add-erc-decentralised-profile-standard/22610,Decentralized user profiles as SBTs with dApp-specific avatars and cross-chain support.,Registry/resolver architecture inspired by ENS. Supports privacy controls for avatar visibility. Off-chain metadata storage (IPFS/Arweave). DIDs for global identification.
7871,Wallet Signing API,Adds a JSON-RPC method for requesting a signature from a wallet,security-permissions,,high,,Draft,Standards Track,ERC,2024-01-29,,,"Lukas Rosario (@lukasrosario), Jake Moxey (@jxom), Cody Crozier (@wcrozier12), Conner Swenberg (@ilikesymmetry)",Lukas Rosario (@lukasrosario);Jake Moxey (@jxom);Cody Crozier (@wcrozier12);Conner Swenberg (@ilikesymmetry),191;712;5792,,191;712;5792,0,1,0.00094087,1,True,False,False,540,12,https://ethereum-magicians.org/t/new-erc-wallet-signing-api/22718,Unified JSON-RPC method for wallet message signing supporting multiple EIP-191 versions.,"Consolidates personal_sign, typed data signing under single wallet_sign method. Supports EIP-5792 capabilities. Extensible for future EIP-191 versions."
7876,Ethereum Network Configuration for DApps,EVM-compatible network configuration specification for DApps supporting any custom network features through extensions.,infrastructure-meta,,high,,Draft,Standards Track,ERC,2025-01-03,,,"Bogdan Gusiev (@bogdan), Sergey Bomko (@aquiladev)",Bogdan Gusiev (@bogdan);Sergey Bomko (@aquiladev),55,,55;3085,0,1,0.00094087,1,True,False,True,3032,28,https://ethereum-magicians.org/t/eip-7876-unified-network-configuration/22763,Unified JSON configuration specification for EVM networks with extension support.,"Standardizes network configuration format for DApps. Includes RPC, contracts, explorers, native currency. Supports EIP-3085 alignment with extensibility via custom properties."
7878,Bequeathable Contracts,Inheritance of tokens after the owner's death,tokens-fungible,nft,medium,,Final,Standards Track,ERC,2025-02-01,,,Wamith Mockbill (@wamith),Wamith Mockbill (@wamith),20;165;721;1155,,20;165;721;1155,0,4,0.00094087,2,True,True,True,1124,11,https://ethereum-magicians.org/t/new-erc-bequeathable-tokens-a-standard-to-allow-tokens-to-be-inherited-after-the-owners-death/22755,Inheritance mechanism for tokens via Wills and executors enabling post-mortem transfers.,"Mimics real-world Will execution with moratorium period safety buffer. Flexible executor model. Compatible with ERC-20, ERC-721, ERC-1155."
7884,Operation Router,A protocol that enables smart contracts to redirect write operations to external systems.,infrastructure-meta,defi,high,,Draft,Standards Track,ERC,2025-01-23,,,"Lucas Picollo (@pikonha), Alex Netto (@alextnetto), Nick Johnson (@arachnid)",Lucas Picollo (@pikonha);Alex Netto (@alextnetto);Nick Johnson (@arachnid),,,3668,0,0,0.00094087,0,True,False,False,933,13,https://ethereum-magicians.org/t/operation-router/22633,"Protocol for redirecting write operations to external systems (L2, L1, databases).",Enables off-chain/cross-chain operation routing. Uses view functions for determining handlers. Supports storage proofs for database authorization. EIP-712 typed signatures for security.
7887,Cancelation for ERC-7540 Tokenized Vaults,Extension of ERC-7540 with cancelation support,defi,,high,,Draft,Standards Track,ERC,2025-02-18,,,"Jeroen Offerijns (@hieronx), Vikram Arun (@vikramarun)",Jeroen Offerijns (@hieronx);Vikram Arun (@vikramarun),165;7540,,165;7540,0,2,0.00094087,5,True,False,False,1484,26,https://ethereum-magicians.org/t/erc-7887-cancelation-for-erc-7540-tokenized-vaults/22906,Cancelation extension for ERC-7540 asynchronous tokenized vaults.,Adds async cancelation flows with pending/claimable/claimed states. Blocks new requests during cancelation. Complements ERC-7540 vault design.
7888,Crosschain Broadcaster,Trustless storage-based message broadcasting for rollups.,infrastructure-meta,,high,,Draft,Standards Track,ERC,2025-02-18,,,"Henry Arneson (@godzillaba), Chris Buckland (@yahgwai)",Henry Arneson (@godzillaba);Chris Buckland (@yahgwai),,,,0,0,0.00094087,0,True,False,True,4789,30,https://ethereum-magicians.org/t/new-erc-cross-chain-broadcaster/22927,Storage-based cross-rollup messaging using state commitments and StateProver contracts.,"Trustless interop via storage proofs. Supports various state commitment types (block hashes, state roots). Upgradeable StateProver pattern. Receiver/Broadcaster architecture."
7891,Splitting and Merging of NFTs,"Interface for hierarchical NFTs, enabling splitting a single NFT and merging multiple NFTs",nft,,high,,Draft,Standards Track,ERC,2025-02-15,,,"Nitin Bhagat (@nitin312) <bhagatnitin312@gmail.com>, JongWook Bae <bae@cwnu.ac.kr>, Su-Hyun Lee <sleepl@changwon.ac.kr>",Nitin Bhagat (@nitin312) <bhagatnitin312@gmail.com>;JongWook Bae <bae@cwnu.ac.kr>;Su-Hyun Lee <sleepl@changwon.ac.kr>,721;6150,,721;6150,0,2,0.00094087,3,True,False,True,1067,9,https://ethereum-magicians.org/t/eip-7891-hierarchical-nfts-with-splitting-and-merging/22986,Hierarchical NFTs enabling splitting and merging with fractional ownership tracking.,Extends ERC-721 and ERC-6150. Supports share redistribution and fractional ownership. Enables dynamic asset restructuring for real estate and gaming use cases.
7893,DeFi Protocol Solvency Proof Mechanism,Verifiable solvency proofs and financial health monitoring for DeFi protocols,defi,,high,,Final,Standards Track,ERC,2025-01-30,,,Sean Luis Guada Rodríguez (@SeanLuis) <seanluis47@gmail.com>,Sean Luis Guada Rodríguez (@SeanLuis) <seanluis47@gmail.com>,20;165,,20;165,0,2,0.00094087,1,True,False,True,5368,80,https://ethereum-magicians.org/t/erc-7893-defi-protocol-solvency-proof-mechanism/24566,Standardized DeFi protocol solvency proof with verifiable health metrics and risk alerts.,"Oracle-based asset/liability tracking with solvency ratio calculation (105% min threshold). Multi-tier risk alerts (CRITICAL, HIGH_RISK, WARNING). Historical data for trend analysis. ERC-165 support."
7895,API for Hierarchical Accounts,Adds JSON-RPC method for requesting that a universal wallet create or track another account that it owns,account-abstraction,,high,,Draft,Standards Track,ERC,2025-02-18,,,"Wilson Cusack (@wilsoncusack), Jake Feldman (@jakefeldman), Montana Wong (@montycheese), Felix Zhang (@fan-zhang-sv), Jake Moxey (@jxom)",Wilson Cusack (@wilsoncusack);Jake Feldman (@jakefeldman);Montana Wong (@montycheese);Felix Zhang (@fan-zhang-sv);Jake Moxey (@jxom),,,,0,0,0.00094087,0,True,False,False,1131,22,https://ethereum-magicians.org/t/wallet-addsubaccount/23013,JSON-RPC method for wallets to create and track hierarchical smart accounts.,"Enables universal wallets to manage app-embedded accounts. Supports three use cases: deployed, create, undeployed. Complements EIP-5792 capabilities framework."
7897,Wallet-Linked Services for Smart Accounts,Define a registry for modular services linked to ERC-4337 wallets.,account-abstraction,,high,,Withdrawn,Standards Track,ERC,2024-04-15,,,Francesco Sullo (@sullof),Francesco Sullo (@sullof),165;1167;4337;6551;7656,,165;1167;4337;6551;7656,0,5,0.00094087,3,True,False,True,1314,16,https://ethereum-magicians.org/t/generalized-wallet-linked-services-for-erc-4337-wallets/23028,Registry for modular services linked to ERC-4337 wallets using ERC-1167 proxies (WITHDRAWN).,Creates deterministic CREATE2 addresses for wallet-linked services. ERC-1167 minimal proxies with immutable data. Note: Proposal withdrawn; functionality achievable via ERC-7656.
7902,Wallet Capabilities for Account Abstraction,EIP-5792 Capabilities allowing dApps and wallets to exchange all AA specific UserOp fields,account-abstraction,,high,,Draft,Standards Track,ERC,2025-03-01,,,"Yoav Weiss (@yoavw), Alex Forshtat (@forshtat), Dror Tirosh (@drortirosh), Shahaf Nacson (@shahafn)",Yoav Weiss (@yoavw);Alex Forshtat (@forshtat);Dror Tirosh (@drortirosh);Shahaf Nacson (@shahafn),5792;7702,,5792;7702,0,0,0.00094087,0,True,False,False,912,13,https://ethereum-magicians.org/t/erc-wallet-capabilities-for-account-abstraction/23122,"EIP-5792 capabilities for Account Abstraction including EIP-7702 auth, Paymaster, gas overrides.","Enables dApp/wallet negotiation of AA features. Supports EIP-7702 authorization, static Paymaster config, validity time ranges, multidimensional nonce, gas param overrides."
7908,HD wallet In Treasury Management,"Hierarchical deterministic (HD) wallets for treasury systems, isolating entities via cryptographic key paths.",infrastructure-meta,,high,,Final,Standards Track,ERC,2025-03-07,,,"Xiaoyu Liu (@elizabethxiaoyu) <jiushi.lxy@antgroup.com>, Yuxiang Fu (@tmac4096) <kunfu.fyx@antgroup.com>, Yanyi Liang <eason.lyy@antgroup.com>, Hao Zou (@BruceZH0915) <situ.zh@antgroup.com>, Siyuan Zheng (@andrewcoder666) <zhengsiyuan.zsy@antgroup.com>, yuanshanhshan (@xunayuan) <yuanshanshan.yss@antgroup.com>",Xiaoyu Liu (@elizabethxiaoyu) <jiushi.lxy@antgroup.com>;Yuxiang Fu (@tmac4096) <kunfu.fyx@antgroup.com>;Yanyi Liang <eason.lyy@antgroup.com>;Hao Zou (@BruceZH0915) <situ.zh@antgroup.com>;Siyuan Zheng (@andrewcoder666) <zhengsiyuan.zsy@antgroup.com>;yuanshanhshan (@xunayuan) <yuanshanshan.yss@antgroup.com>,,,,0,0,0.00094087,0,True,False,True,1458,15,https://ethereum-magicians.org/t/new-erc-deterministic-account-hierarchy-in-treasury-management/23073,Hierarchical deterministic (HD) wallet derivation path standard for treasury management.,Specifies BIP-44 compliance with entity/department isolation for enterprise treasury systems.
7913,Signature Verifiers,Interface for the verification of signatures by address-less keys,security-permissions,,high,,Final,Standards Track,ERC,2025-03-21,,,"Hadrien Croubois (@Amxx), Ernesto García (@ernestognw), Francisco Giordano (@frangio), Aryeh Greenberg (@arr00)",Hadrien Croubois (@Amxx);Ernesto García (@ernestognw);Francisco Giordano (@frangio);Aryeh Greenberg (@arr00),,,1271;191;712;7562,0,0,0.00094087,0,True,False,True,1076,10,https://ethereum-magicians.org/t/erc-7913-key-verifiers/23262,Interface for verification of non-ethereum signatures via address-less keys.,"Extends ERC-1271 to support non-ethereum cryptographic curves and signature schemes (secp256r1, RSA, email ZK)."
7920,Composite EIP-712 Signatures,A scheme for signing multiple typed-data messages with a single signature,security-permissions,tokens-fungible,medium,,Draft,Standards Track,ERC,2025-03-20,,,Sola Ogunsakin (@sola92),Sola Ogunsakin (@sola92),20;712,,20;712;2612,0,1,0.00094087,1,True,False,True,1196,28,https://ethereum-magicians.org/t/composite-eip-712-signatures/23266,Single signature scheme for multiple EIP-712 typed-data messages via Merkle tree.,Merkle tree approach enables batched signing with independent verifiability; addresses UX friction in multi-step approvals.
7929,PermaLink Asset Bound Token,"Asset-bound Tokens (ABT) permanently bound to another token, known as PermaLink-ABTs.",nft,,high,,Draft,Standards Track,ERC,2025-04-01,,,"Mihai Onila (@MihaiORO), Nick Zeman (@NickZCZ), Narcis Cotaie (@NarcisCRO)",Mihai Onila (@MihaiORO);Nick Zeman (@NickZCZ);Narcis Cotaie (@NarcisCRO),721,,721;6809,0,1,0.00094087,2,True,False,True,2490,22,https://ethereum-magicians.org/t/non-fungible-asset-bound-token/23175,Asset-bound tokens permanently linked to other tokens with reveal activation mechanism.,"Enables asset composability (digital identity, RWA, supply chain) with immutable binding; uses reveal instead of mint."
7930,Interoperable Addresses,An extensible binary format to refer to an address specific to one chain.,infrastructure-meta,,high,,Review,Standards Track,ERC,2025-02-02,,,"Teddy (@0xteddybear), Joxes (@0xJoxess), Nick Johnson (@Arachnid), Francisco Giordano (@frangio), Skeletor Spaceman (@skeletor-spaceman), Racu (@0xRacoon), TiTi (@0xtiti), Gori (@0xGorilla), Ardy (@0xArdy), Onizuka (@onizuka-wl), Sam Kaufman (@SampkaML), Marco Stronati (@paracetamolo), Yuliya Alexiev (@yuliyaalexiev), Jeff Lau (@jefflau), Sam Wilson (@samwilsn), Vitalik Buterin (@vbuterin), Thomas Clowes (@clowestab), Mono (@0xMonoAx), Prem Makeig (@nxt3d), Orca (@0xrcinus)",Teddy (@0xteddybear);Joxes (@0xJoxess);Nick Johnson (@Arachnid);Francisco Giordano (@frangio);Skeletor Spaceman (@skeletor-spaceman);Racu (@0xRacoon);TiTi (@0xtiti);Gori (@0xGorilla);Ardy (@0xArdy);Onizuka (@onizuka-wl);Sam Kaufman (@SampkaML);Marco Stronati (@paracetamolo);Yuliya Alexiev (@yuliyaalexiev);Jeff Lau (@jefflau);Sam Wilson (@samwilsn);Vitalik Buterin (@vbuterin);Thomas Clowes (@clowestab);Mono (@0xMonoAx);Prem Makeig (@nxt3d);Orca (@0xrcinus),,7683;7786;7828;7965;8048;8092;8121;8122;8127,55;3770;7828,9,0,0.00683365,0,True,False,False,1607,17,https://ethereum-magicians.org/t/erc-7930-interoperable-addresses/23365,Binary format for chain-specific addresses supporting arbitrary blockchains via CAIP-350 profiles.,"Compact, cross-chain address encoding; flexible for EVM and non-EVM chains; companion to human-readable ERC-7828."
7936,Versioned Proxy Contract Interface,Multi-version proxy contracts that allow callers to select implementation,infrastructure-meta,,high,,Review,Standards Track,ERC,2025-04-17,,,"Raphina Liu (@Stamp9), Monica Jin (@mokita-j), Martin Monperrus (@monperrus)",Raphina Liu (@Stamp9);Monica Jin (@mokita-j);Martin Monperrus (@monperrus),,,1967,0,0,0.00094087,0,True,False,False,938,14,https://ethereum-magicians.org/t/new-erc-versioned-proxy-contract-interface/23743,Versioned proxy contracts allowing callers to select implementation at call time.,Maintains backward compatibility by exposing previous implementations; mitigates malicious upgrade risk.
7943,uRWA - Universal Real World Asset Interface,"Interfaces for common base tokens defining compliance checks, transfer controls, and enforcement actions for Real World Assets (RWAs).",rwa,,high,,Final,Standards Track,ERC,2025-06-10,,,"Dario Lo Buglio (@xaler5), Tino Martinez Molina (@tinom9), Mihai Colceriu (@mihaic195)",Dario Lo Buglio (@xaler5);Tino Martinez Molina (@tinom9);Mihai Colceriu (@mihaic195),165,,20;721;1155;165;6909,0,1,0.00094087,1,True,False,True,4987,14,https://ethereum-magicians.org/t/erc-universal-rwa-interface/23972,"Compliance interfaces for RWA tokens: forced transfer, freezing, and transfer authorization checks.","Minimal, unopinionated standard supporting ERC-20/721/1155; separates account eligibility from transfer-level authorization."
7945,Confidential Transactions Supported Token,"Outlines a fungible token interface that hides per-account balances, boosting privacy in dApps",tokens-fungible,security-permissions,high,,Review,Standards Track,ERC,2025-05-09,,,"Siyuan Zheng (@andrewcoder666) <zhengsiyuan.zsy@antgroup.com>, Zhe Han (@iampkuhz) <hanzhe.hz@ant-intl.com>, Xiaoyu Liu (@elizabethxiaoyu) <jiushi.lxy@antgroup.com>, Wenwei Ma (@madyinglight) <huiwei.mww@antgroup.com>, Jun Meng Tan (@chadxeth) <junmeng.t@antgroup.com>, Yuxiang Fu (@tmac4096) <kunfu.fyx@antgroup.com>, Kecheng Gao (@thanks-v-me-50) <gaokecheng.gkc@antgroup.com>, Alwin Ng Jun Wei (@alwinngjw) <alwin.ng@antgroup.com>, Chenxin Wang (@3235773541) <wcx465603@antgroup.com>, Xiang Gao (@GaoYiRu) <gaoxiang.gao@antgroup.com>, yuanshanhshan (@xunayuan) <yuanshanshan.yss@antgroup.com>, Hao Zou (@BruceZH0915) <situ.zh@antgroup.com>, Yanyi Liang <eason.lyy@antgroup.com>, Yuehua Zhang (@astroyhzcc) <ruoying.zyh@antgroup.com>",Siyuan Zheng (@andrewcoder666) <zhengsiyuan.zsy@antgroup.com>;Zhe Han (@iampkuhz) <hanzhe.hz@ant-intl.com>;Xiaoyu Liu (@elizabethxiaoyu) <jiushi.lxy@antgroup.com>;Wenwei Ma (@madyinglight) <huiwei.mww@antgroup.com>;Jun Meng Tan (@chadxeth) <junmeng.t@antgroup.com>;Yuxiang Fu (@tmac4096) <kunfu.fyx@antgroup.com>;Kecheng Gao (@thanks-v-me-50) <gaokecheng.gkc@antgroup.com>;Alwin Ng Jun Wei (@alwinngjw) <alwin.ng@antgroup.com>;Chenxin Wang (@3235773541) <wcx465603@antgroup.com>;Xiang Gao (@GaoYiRu) <gaoxiang.gao@antgroup.com>;yuanshanhshan (@xunayuan) <yuanshanshan.yss@antgroup.com>;Hao Zou (@BruceZH0915) <situ.zh@antgroup.com>;Yanyi Liang <eason.lyy@antgroup.com>;Yuehua Zhang (@astroyhzcc) <ruoying.zyh@antgroup.com>,20,,20,0,1,0.00094087,1,True,False,False,2026,26,https://ethereum-magicians.org/t/interface-of-confidential-transactions-supported-token-contract/23586,Fungible token interface hiding per-account balances for confidential transactions.,"Enables privacy-preserving token transfers without revealing amounts; supports custom proof systems (Zether, ZK)."
7946,Unidirectional Wallet Uplink aka UWULink,Unidirectional app to wallet communication for private construction of transactions,account-abstraction,security-permissions,high,,Draft,Standards Track,ERC,2025-05-10,,,"Moody Salem (@moodysalem), Tina Zheng (@tinaszheng)",Moody Salem (@moodysalem);Tina Zheng (@tinaszheng),155;7702,,155;7702;5792;1193;1102;681;1328;831,0,0,0.00094087,0,True,False,False,5991,13,https://ethereum-magicians.org/t/erc-7946-unidirectional-wallet-uplink-aka-uwulink/24282,Unidirectional app-to-wallet protocol for batched transactions via QR/NFC without connection.,Privacy-preserving one-way communication; supports static and programmable modes for deterministic call generation on-chain.
7947,Account Abstraction Recovery Interface,Universal mechanism to recover a smart account's access via custom recovery providers.,account-abstraction,security-permissions,high,,Draft,Standards Track,ERC,2025-05-07,,,Artem Chystiakov (@arvolear) <artem@rarilabs.com>,Artem Chystiakov (@arvolear) <artem@rarilabs.com>,,,4337;7702,0,0,0.00094087,0,True,False,False,1138,7,https://ethereum-magicians.org/t/eip-7947-account-abstraction-recovery-interface-aari/24080,Account abstraction recovery interface enabling access restoration via custom recovery providers.,Flexible recovery provider aggregation; integrates ZK proofs/2FA without mandating specific recovery mechanism.
7950,Encode chain id with transaction hash,Encode a chain ID and transaction hash into a unique string format,infrastructure-meta,,high,,Final,Standards Track,ERC,2025-05-22,,,Lauri Peltonen (@microbecode),Lauri Peltonen (@microbecode),155,,155,0,0,0.00094087,0,True,False,False,316,6,https://ethereum-magicians.org/t/a-new-standard-for-encoding-chain-id-transaction-hash/23782,String format encoding chain ID and transaction hash for cross-chain transaction lookup.,"Simple, case-insensitive format: chainId:txHash:tx; enables direct blockchain explorer routing."
7955,Permissionless CREATE2 Factory,A permissionless method and parameters for deploying a CREATE2 factory across EVM chains to a deterministic address using EIP-7702.,infrastructure-meta,,high,,Draft,Standards Track,ERC,2025-05-15,,,"Nicholas Rodrigues Lordello (@nlordell), Richard Meissner (@rmeissner), Valentin Seehausen (@vseehausen)",Nicholas Rodrigues Lordello (@nlordell);Richard Meissner (@rmeissner);Valentin Seehausen (@vseehausen),1014;7702,,1014;7702,0,0,0.00094087,0,True,False,True,3556,42,https://ethereum-magicians.org/t/multi-chain-deployment-process-for-a-permissionless-contract-factory/24318,"Permissionless, deterministic CREATE2 factory deployment across EVM chains via EIP-7702.",Uses publicly-known deployer private key with EIP-7702 delegation; mitigates front-running via repeated attempts.
7962,Key Hash Based Tokens,Extends privacy to ERC-721 and ERC-20 tokens.,tokens-fungible,security-permissions,high,,Draft,Standards Track,ERC,2025-05-16,,,"Alex Tian (@dugubuyan), Zhixiong Pan (@nake13), Geoffrey (@stbrahms) <geoffrey@datadance.ai>, liyingxuan (@LiYingxuan) <liyingxuan@datadance.ai>",Alex Tian (@dugubuyan);Zhixiong Pan (@nake13);Geoffrey (@stbrahms) <geoffrey@datadance.ai>;liyingxuan (@LiYingxuan) <liyingxuan@datadance.ai>,20;712;721;2612;5564,,20;712;721;2612;5564,0,4,0.00094087,2,True,False,True,2325,24,https://ethereum-magicians.org/t/key-based-tokens/24422,Token ownership via key hashes instead of addresses for privacy and gas sponsorship.,Separates ownership from transaction initiator; supports one-time key use and fresh key rotation per transfer.
7964,Crosschain EIP-712 Signatures,Support EIP-712 signatures for crosschain account operations.,security-permissions,,high,,Draft,Standards Track,ERC,2025-06-05,,,Ernesto García (@ernestognw),Ernesto García (@ernestognw),712;1271;5267,,712;1271;5267,0,2,0.00094087,3,True,False,True,4688,30,https://ethereum-magicians.org/t/universal-cross-chain-signatures-for-account-abstraction/24452,Standard EIP-712 signatures valid across multiple chains by omitting chainId from domain.,"Array-based encoding of chain-specific operations; enables crosschain intents, governance, and account management."
7965,Proof-based Broadcast in ERC-7786 Gateways,Cross-chain messaging using cryptographic proofs to verify messages between blockchains.,infrastructure-meta,,high,,Draft,Standards Track,ERC,2025-06-06,,,Ernesto García (@ernestognw),Ernesto García (@ernestognw),7786;7930,,7786;7930;7888;7201,0,2,0.00094087,2,True,False,True,2086,25,https://ethereum-magicians.org/t/erc-7965-storage-proof-broadcasting-for-cross-chain-messaging-gateways/24477,Cryptographic proof-based cross-chain messaging attributes for ERC-7786 gateways.,Trustless verification via storage/state proofs; supports multi-hop routing and granular broadcasting via ERC-7930.
7968,Owner-Authorized Token Transfer Protocol,Enable third parties to transfer tokens authorized by a signed message.,security-permissions,tokens-fungible,high,,Draft,Standards Track,ERC,2025-06-11,,,Julius Lauterbach (@Julius278),Julius Lauterbach (@Julius278),20,,20,0,1,0.00094087,1,True,False,False,1058,14,https://ethereum-magicians.org/t/erc-7951-owner-authorized-token-transfer-protocol/24526,Third-party authorized token transfers via signed owner approval.,Two-phase proposal/approval model with expiry and fallback recovery function for owner control.
7969,DomainKeys Identified Mail (DKIM) Registry,"A registry for DKIM public key hashes, enabling on-chain verification.",infrastructure-meta,,high,,Draft,Standards Track,ERC,2025-06-11,,,"Mike Fu (@fumeng00mike), Matthew Yu (@0xknon), Ernesto García (@ernestognw)",Mike Fu (@fumeng00mike);Matthew Yu (@0xknon);Ernesto García (@ernestognw),,,4337,0,0,0.00094087,0,True,False,True,1426,17,https://ethereum-magicians.org/t/new-erc-dkim-registry-interface/24530,DKIM public key hash registry for on-chain email ownership verification.,Enables email-based account abstraction via zkEmail; domain-specific key hashes stored on-chain.
7984,Confidential Fungible Token,Confidential fungible tokens use an account-based accounting model while maintaining the confidentiality of transfer amounts and balances.,tokens-fungible,,high,,Draft,Standards Track,ERC,2025-07-03,,,"Aryeh Greenberg (@arr00), Ernesto García (@ernestognw), Hadrien Croubois (@Amxx), Ghazi Ben Amor (@GBAZama), Clement Danjou (@immortal-tofu), Joseph Andre Turk (@jatZama), Silas Davis (@silasdavis), Nicolas Pasquier (@npasquie)",Aryeh Greenberg (@arr00);Ernesto García (@ernestognw);Hadrien Croubois (@Amxx);Ghazi Ben Amor (@GBAZama);Clement Danjou (@immortal-tofu);Joseph Andre Turk (@jatZama);Silas Davis (@silasdavis);Nicolas Pasquier (@npasquie),165,,165,0,1,0.00094087,1,True,False,False,1418,16,https://ethereum-magicians.org/t/erc-7984-confidential-fungible-token-interface/24735,Privacy-preserving fungible tokens using pointer-based confidential amounts.,Account-based model with pointer/commitment pattern for balance/transfer privacy; supports operator model and callbacks.
7985,Gateway Attributes for Message Control,"Gateway attributes for cancellation, timeout, retry, dependencies, and delivery control in cross-chain messaging.",infrastructure-meta,,high,,Draft,Standards Track,ERC,2024-07-04,,,"Ernesto García (@ernestognw), Kalman Lajko (@LajkoKalman), Valera Grinenko (@0xValera)",Ernesto García (@ernestognw);Kalman Lajko (@LajkoKalman);Valera Grinenko (@0xValera),7786,,7786,0,1,0.00094087,2,True,False,False,949,15,https://ethereum-magicians.org/t/new-erc-attributes-for-message-control-in-erc-7786-gateways/24734,"Standard attributes for cross-chain messaging gateways (cancellation, timeout, retry, dependencies).",Extends ERC-7786 with message lifecycle control; pluggable attributes for delivery timing/failure handling.
7988,Minimal Avatar Smart Wallet (MASW),A smart‑wallet interface for EIP‑7702 account‑code delegation.,account-abstraction,,high,,Draft,Standards Track,ERC,2025-07-08,,,0xMostafas (@MostafaS) <0xmostafas@proton.me>,0xMostafas (@MostafaS) <0xmostafas@proton.me>,7702,,7702;712;20,0,0,0.00094087,0,True,False,True,1060,18,https://ethereum-magicians.org/t/erc-tbd-minimal-avatar-smart-wallet-masw-delegate-wallet-for-eip-7702/24761,"EIP-7702 delegate wallet with batched execution, policy modules, and fee sponsorship.",Immutable bytecode for all EOAs using 7702; supports policy/recovery module hooks; gas sponsorship via ETH or ERC-20.
7992,Verifiable ML Model Inference (ZKML),Interfaces for registering ML model commitments and verifying zero-knowledge proofs of their inferences on-chain.,other,,high,verifiable-ml-inference,Draft,Standards Track,ERC,2025-07-23,,,Aryaethn (@aryaethn),Aryaethn (@aryaethn),165,,165;173;721,0,1,0.00094087,1,True,False,True,1444,15,https://ethereum-magicians.org/t/erc-7992-verifiable-ml-model-inference-zkml/24896,Registry and verifier interfaces for ZK-proofs of ML model inferences on-chain.,"Modular design: separate registry (model commitments) and verifier (proof validation); pluggable proof systems (Groth16, Plonk, STARKs)."
